"Name","Position","Team","Year","Week","RecYds","RecTD","Rec","Targets","RecAve","RecLong"
"zach ertz","TE","PHI","2018","10","145","2","14","16","10.4","23"
"allen robinson","WR","CHI","2018","10","133","2","6","8","22.2","36"
"corey davis","WR","TEN","2018","10","125","1","7","10","17.9","27"
"anthony miller 3","WR","CHI","2018","10","122","1","5","6","24.4","55"
"tyreek hill","WR","KC","2018","10","117","2","7","10","16.7","38"
"julio jones","WR","ATL","2018","10","107","1","7","11","15.3","30"
"robert foster","WR","BUF","2018","10","105","0","3","4","35.0","47"
"julian edelman","WR","NE","2018","10","104","0","9","12","11.6","30"
"chris godwin","WR","TB","2018","10","103","0","7","7","14.7","20"
"jacquizz rodgers","RB","TB","2018","10","102","0","8","8","12.8","24"
"brandin cooks","WR","LAR","2018","10","100","0","10","12","10.0","17"
"donte moncrief","WR","JAX","2018","10","98","1","3","4","32.7","80"
"antonio brown","WR","PIT","2018","10","96","1","6","6","16.0","53"
"zay jones","WR","BUF","2018","10","93","1","8","11","11.6","33"
"juju smith schuster","WR","PIT","2018","10","90","1","3","5","30.0","75"
"robert woods","WR","LAR","2018","10","89","0","4","5","22.3","35"
"david johnson 2","RB","ARI","2018","10","85","1","7","9","12.1","24"
"nelson agholor","WR","PHI","2018","10","83","0","5","7","16.6","51"
"george kittle","TE","SF","2018","10","83","0","9","10","9.2","22"
"josh gordon","WR","NE","2018","10","81","0","4","12","20.3","44"
"kenny golladay","WR","DET","2018","10","78","1","6","13","13.0","25"
"ty hilton","WR","IND","2018","10","77","0","3","7","25.7","35"
"amari cooper","WR","DAL","2018","10","75","0","6","10","12.5","24"
"odell beckham jr","WR","NYG","2018","10","73","2","4","11","18.3","30"
"danny amendola","WR","MIA","2018","10","72","0","7","10","10.3","39"
"melvin gordon","RB","LAC","2018","10","72","1","5","6","14.4","66"
"mike thomas 2","WR","NO","2018","10","70","2","8","8","8.8","17"
"marquise goodwin","WR","SF","2018","10","69","0","4","5","17.3","26"
"eric ebron","TE","IND","2018","10","69","2","3","3","23.0","53"
"desean jackson","WR","TB","2018","10","67","0","5","8","13.4","24"
"tyler lockett","WR","SEA","2018","10","67","1","5","6","13.4","29"
"tyler boyd","WR","CIN","2018","10","65","0","3","4","21.7","36"
"christian mccaffrey","RB","CAR","2018","10","61","2","5","5","12.2","25"
"theo riddick","RB","DET","2018","10","60","0","6","7","10.0","18"
"mark ingram","RB","NO","2018","10","58","1","3","3","19.3","28"
"keenan allen","WR","LAC","2018","10","57","1","6","9","9.5","18"
"davante adams","WR","GB","2018","10","57","2","4","7","14.3","25"
"austin hooper","TE","ATL","2018","10","56","1","10","11","5.6","10"
"leonard fournette","RB","JAX","2018","10","56","1","5","5","11.2","31"
"marvin jones","WR","DET","2018","10","55","0","3","7","18.3","32"
"adam humphries","WR","TB","2018","10","53","0","2","3","26.5","29"
"jared cook","TE","OAK","2018","10","52","0","4","9","13.0","31"
"maurice harris","WR","WAS","2018","10","52","0","5","5","10.4","20"
"jalen richard","WR","OAK","2018","10","52","0","5","6","10.4","20"
"jordan reed","TE","WAS","2018","10","51","0","4","6","12.8","24"
"mike evans","WR","TB","2018","10","51","0","3","6","17.0","23"
"tj yeldon","RB","JAX","2018","10","51","0","5","6","10.2","20"
"ricky seals jones","TE","ARI","2018","10","51","0","5","9","10.2","21"
"larry fitzgerald","WR","ARI","2018","10","50","0","6","10","8.3","15"
"alshon jeffery","WR","PHI","2018","10","48","0","4","8","12.0","17"
"brandon lafell","WR","OAK","2018","10","47","0","4","6","11.8","15"
"mohamed sanu","WR","ATL","2018","10","47","0","6","8","7.8","11"
"travis kelce","TE","KC","2018","10","46","0","6","7","7.7","10"
"james oshaughnessy","TE","JAX","2018","10","46","0","5","6","9.2","17"
"tyrell williams","WR","LAC","2018","10","46","0","4","6","11.5","31"
"josh doctson","WR","WAS","2018","10","46","1","4","4","11.5","15"
"evan engram","TE","NYG","2018","10","46","0","4","5","11.5","31"
"alvin kamara","RB","NO","2018","10","46","0","4","5","11.5","19"
"jonnu smith","TE","TEN","2018","10","45","1","3","3","15.0","29"
"keith kirkwood","WR","NO","2018","10","45","0","2","2","22.5","42"
"vance mcdonald","TE","PIT","2018","10","44","1","4","4","11.0","19"
"marquez valdes scantling","WR","GB","2018","10","44","0","6","7","7.3","11"
"devante parker","WR","MIA","2018","10","43","0","5","11","8.6","14"
"dontrelle inman","WR","IND","2018","10","41","0","4","4","10.3","16"
"greg olsen","TE","CAR","2018","10","40","0","4","6","10.0","14"
"jordan matthews","WR","PHI","2018","10","40","0","3","3","13.3","18"
"trey burton","TE","CHI","2018","10","40","0","4","4","10.0","24"
"allen hurns","WR","DAL","2018","10","40","0","2","2","20.0","23"
"todd gurley","RB","LAR","2018","10","40","0","3","4","13.3","20"
"doug baldwin","WR","SEA","2018","10","39","0","5","5","7.8","15"
"seth roberts","WR","OAK","2018","10","39","0","3","3","13.0","15"
"john ross","WR","CIN","2018","10","39","1","2","6","19.5","37"
"cooper kupp","WR","LAR","2018","10","39","0","5","8","7.8","25"
"antonio callaway","WR","CLE","2018","10","39","0","2","2","19.5","25"
"kerryon johnson","RB","DET","2018","10","38","1","6","6","6.3","13"
"cole beasley","WR","DAL","2018","10","37","0","4","5","9.3","21"
"calvin ridley","WR","ATL","2018","10","37","0","3","5","12.3","31"
"jack doyle","TE","IND","2018","10","36","0","3","3","12.0","20"
"ezekiel elliott","RB","DAL","2018","10","36","1","6","7","6.0","13"
"cameron batson","WR","TEN","2018","10","36","0","2","3","18.0","26"
"michael gallup","WR","DAL","2018","10","34","0","2","3","17.0","25"
"christopher herndon","TE","NYJ","2018","10","34","0","3","4","11.3","22"
"breshad perriman","WR","CLE","2018","10","33","0","2","2","16.5","17"
"kendrick bourne","WR","SF","2018","10","33","0","4","6","8.3","13"
"saquon barkley","RB","NYG","2018","10","33","0","4","5","8.3","23"
"nick chubb","RB","CLE","2018","10","33","1","3","3","11.0","13"
"devin funchess","WR","CAR","2018","10","32","0","3","5","10.7","15"
"doug martin","RB","OAK","2018","10","31","0","3","3","10.3","23"
"james white","RB","NE","2018","10","31","0","5","8","6.2","11"
"duke johnson","RB","CLE","2018","10","31","1","4","4","7.8","11"
"ryan switzer","WR","PIT","2018","10","31","0","2","2","15.5","18"
"matt breida","RB","SF","2018","10","31","1","3","4","10.3","19"
"marcedes lewis","WR","GB","2018","10","30","0","1","1","30.0","30"
"virgil green","TE","LAC","2018","10","30","0","2","3","15.0","23"
"giovani bernard","RB","CIN","2018","10","30","0","2","3","15.0","26"
"demarcus robinson","WR","KC","2018","10","30","0","3","4","10.0","17"
"wendell smallwood","RB","PHI","2018","10","30","0","3","3","10.0","18"
"dede westbrook","WR","JAX","2018","10","30","0","5","10","6.0","11"
"tarik cohen","RB","CHI","2018","10","29","0","6","7","4.8","17"
"rashard higgins","WR","CLE","2018","10","28","1","1","1","28.0","28"
"mo alie cox","TE","IND","2018","10","28","1","2","4","14.0","27"
"blake bell","TE","JAX","2018","10","27","0","2","3","13.5","16"
"aaron jones 2","RB","GB","2018","10","27","0","3","5","9.0","19"
"elijah mcguire","RB","NYJ","2018","10","27","0","3","6","9.0","12"
"kenny stills","WR","MIA","2018","10","26","0","2","3","13.0","18"
"tyler higbee","TE","LAR","2018","10","25","1","3","3","8.3","10"
"kareem hunt","RB","KC","2018","10","25","0","2","2","12.5","16"
"dan arnold","WR","NO","2018","10","25","0","2","3","12.5","23"
"ed dickson","TE","SEA","2018","10","24","0","1","1","24.0","24"
"lance kendricks","TE","GB","2018","10","24","0","2","2","12.0","18"
"joe mixon","RB","CIN","2018","10","24","0","2","2","12.0","17"
"cj uzomah","TE","CIN","2018","10","23","0","3","4","7.7","10"
"andre holmes","S","BUF","2018","10","22","0","1","1","22.0","22"
"jarius wright","WR","CAR","2018","10","22","0","3","3","7.3","9"
"jarvis landry","WR","CLE","2018","10","22","0","2","5","11.0","12"
"chris conley","WR","KC","2018","10","22","0","1","2","22.0","22"
"mike davis 3","RB","SEA","2018","10","22","1","4","6","5.5","7"
"jaylen samuels","RB","PIT","2018","10","22","1","3","4","7.3","14"
"marcus mariota","QB","TEN","2018","10","21","0","1","1","21.0","21"
"dalton schultz","TE","DAL","2018","10","21","0","2","2","10.5","17"
"leonte carroo","WR","MIA","2018","10","20","0","1","1","20.0","20"
"ben braunecker","TE","CHI","2018","10","20","0","1","1","20.0","20"
"austin carr","WR","NO","2018","10","20","0","2","2","10.0","12"
"dj moore 2","WR","CAR","2018","10","20","0","4","5","5.0","11"
"golden tate","WR","PHI","2018","10","19","0","2","4","9.5","7"
"tevin coleman","RB","ATL","2018","10","19","0","3","5","6.3","8"
"nyheim hines","RB","IND","2018","10","19","0","3","4","6.3","9"
"antonio gates","TE","LAC","2018","10","18","0","1","2","18.0","18"
"quincy enunwa","WR","NYJ","2018","10","18","0","4","8","4.5","7"
"isaiah crowell","RB","NYJ","2018","10","18","0","2","2","9.0","18"
"phillip dorsett","WR","NE","2018","10","18","0","2","2","9.0","11"
"david njoku","TE","CLE","2018","10","18","0","1","1","18.0","18"
"curtis samuel","WR","CAR","2018","10","18","0","4","4","4.5","11"
"martavis bryant","WR","OAK","2018","10","17","0","3","3","5.7","8"
"roosevelt nix","FB","PIT","2018","10","17","0","2","2","8.5","11"
"cody core","WR","CIN","2018","10","17","0","2","2","8.5","11"
"eric saubert","TE","ATL","2018","10","17","0","1","2","17.0","17"
"jacob hollister","TE","NE","2018","10","17","0","1","2","17.0","17"
"jermaine kearse","WR","NYJ","2018","10","16","0","2","5","8.0","8"
"levine toilolo","TE","DET","2018","10","16","0","1","1","16.0","16"
"david moore","WR","SEA","2018","10","16","0","1","3","16.0","16"
"michael floyd","WR","WAS","2018","10","15","0","2","3","7.5","9"
"oj howard","TE","TB","2018","10","15","0","1","2","15.0","15"
"gerald everett","TE","LAR","2018","10","15","1","2","2","7.5","10"
"ito smith","RB","ATL","2018","10","15","0","4","5","3.8","8"
"jimmy graham","TE","GB","2018","10","14","0","1","1","14.0","14"
"cameron brate","TE","TB","2018","10","14","0","1","3","14.0","14"
"rod smith 3","RB","DAL","2018","10","14","0","1","1","14.0","14"
"isaiah mckenzie","WR","BUF","2018","10","14","0","1","1","14.0","14"
"tj logan","RB","ARI","2018","10","14","0","2","2","7.0","10"
"logan paulsen","TE","ATL","2018","10","13","0","2","2","6.5","8"
"kapri bibbs","RB","WAS","2018","10","13","0","2","4","6.5","11"
"aj derby","TE","MIA","2018","10","13","0","1","2","13.0","13"
"geoff swaim","TE","DAL","2018","10","13","0","3","3","4.3","7"
"frank gore","RB","MIA","2018","10","12","0","2","3","6.0","8"
"tj jones","WR","DET","2018","10","12","0","1","2","12.0","12"
"elijhaa penny","FB","NYG","2018","10","12","0","2","2","6.0","9"
"marvin hall","WR","ATL","2018","10","12","0","1","1","12.0","12"
"trent taylor","WR","SF","2018","10","12","0","1","1","12.0","12"
"dante pettis","WR","SF","2018","10","12","0","4","6","3.0","8"
"dion lewis","RB","TEN","2018","10","11","0","2","2","5.5","8"
"rashad greene","WR","JAX","2018","10","11","0","1","1","11.0","11"
"corey coleman","WR","NYG","2018","10","11","0","1","1","11.0","11"
"kenyan drake","RB","MIA","2018","10","11","0","2","2","5.5","8"
"jordan howard","RB","CHI","2018","10","11","0","1","1","11.0","11"
"charone peake","WR","NYJ","2018","10","11","0","1","1","11.0","11"
"anthony firkser","TE","TEN","2018","10","11","0","1","1","11.0","11"
"dwayne allen","TE","NE","2018","10","10","0","1","1","10.0","10"
"kyle juszczyk","RB","SF","2018","10","10","0","2","2","5.0","11"
"malcolm brown","RB","LAR","2018","10","10","0","1","1","10.0","10"
"darrius heyward bey","WR","PIT","2018","10","9","0","1","1","9.0","9"
"sterling shepard","WR","NYG","2018","10","9","1","2","3","4.5","6"
"michael roberts","TE","DET","2018","10","9","0","1","3","9.0","9"
"marlon mack","RB","IND","2018","10","9","0","2","2","4.5","7"
"jesse james 2","TE","PIT","2018","10","8","1","1","1","8.0","8"
"nick vannett","TE","SEA","2018","10","8","1","1","2","8.0","8"
"james conner","RB","PIT","2018","10","8","0","1","1","8.0","8"
"christian kirk","WR","ARI","2018","10","8","0","2","6","4.0","6"
"spencer ware","RB","KC","2018","10","7","0","1","1","7.0","7"
"justin hardy","WR","ATL","2018","10","7","0","1","1","7.0","7"
"dion dawkins","T","BUF","2018","10","7","1","1","1","7.0","7"
"tom brady","QB","NE","2018","10","6","0","1","1","6.0","6"
"orson charles","TE","CLE","2018","10","6","0","1","1","6.0","6"
"rhett ellison","TE","NYG","2018","10","6","0","1","1","6.0","6"
"ryan grant","WR","IND","2018","10","6","0","1","1","6.0","6"
"jordan leggett","TE","NYJ","2018","10","6","0","1","1","6.0","6"
"kalen ballage","RB","MIA","2018","10","6","0","1","1","6.0","6"
"dontrell hilliard","RB","CLE","2018","10","6","0","1","1","6.0","6"
"brandon powell","WR","DET","2018","10","6","0","1","3","6.0","6"
"lesean mccoy","RB","BUF","2018","10","5","0","1","1","5.0","5"
"tommy bohanon","FB","JAX","2018","10","5","0","1","1","5.0","5"
"derek carrier","RB","OAK","2018","10","5","0","1","3","5.0","5"
"nick oleary","TE","MIA","2018","10","5","0","1","1","5.0","5"
"peyton barber","RB","TB","2018","10","5","0","1","1","5.0","5"
"mike gesicki","TE","MIA","2018","10","5","0","1","1","5.0","5"
"trenton cannon","RB","NYJ","2018","10","5","0","1","4","5.0","5"
"equanimeous st brown","WR","GB","2018","10","3","0","2","3","1.5","2"
"anthony sherman","FB","KC","2018","10","2","0","1","1","2.0","2"
"benjamin watson","TE","NO","2018","10","1","0","1","2","1.0","1"
"adrian peterson","RB","WAS","2018","10","1","0","2","2","0.5","2"
"logan thomas","TE","BUF","2018","10","1","0","1","1","1.0","1"
"vernon davis","TE","WAS","2018","10","0","0","0","1","-","0"
"jordy nelson","WR","OAK","2018","10","0","0","0","1","-","0"
"dwayne harris","WR","OAK","2018","10","0","0","1","1","0.0","0"
"terrelle pryor","WR","BUF","2018","10","0","0","0","3","-","0"
"stevan ridley","RB","PIT","2018","10","0","0","0","1","-","0"
"rishard matthews","WR","NYJ","2018","10","0","0","0","1","-","0"
"alfred morris","RB","SF","2018","10","0","0","0","1","-","0"
"chris hogan","WR","NE","2018","10","0","0","0","2","-","0"
"zach line","FB","NO","2018","10","0","0","0","1","-","0"
"kelvin benjamin","WR","BUF","2018","10","0","0","0","3","-","0"
"bennie fowler","WR","NYG","2018","10","0","0","0","1","-","0"
"taylor gabriel","WR","CHI","2018","10","0","0","0","3","-","0"
"jj nelson","WR","ARI","2018","10","0","0","0","1","-","0"
"eric tomlinson","TE","NYJ","2018","10","0","0","0","1","-","0"
"darius jennings","WR","TEN","2018","10","0","0","1","1","0.0","0"
"tajae sharpe","WR","TEN","2018","10","0","0","0","3","-","0"
"jakeem grant","WR","MIA","2018","10","0","0","0","1","-","0"
"chester rogers","WR","IND","2018","10","0","0","0","1","-","0"
"jourdan lewis","CB","DAL","2018","10","0","0","0","1","-","0"
"wayne gallman","RB","NYG","2018","10","0","0","0","1","-","0"
"jeremy sprinkle","TE","WAS","2018","10","0","0","0","1","-","0"
"taysom hill","TE","NO","2018","10","0","0","0","1","-","0"
"marcus kemp","WR","KC","2018","10","0","0","0","1","-","0"
"baker mayfield","QB","CLE","2018","10","0","0","0","1","-","0"
"dj chark","WR","JAX","2018","10","0","0","0","2","-","0"
"auden tate","WR","CIN","2018","10","0","0","0","1","-","0"
"spencer pulley","C","NYG","2018","10","-2","0","1","1","-2.0","-2"
"shaun wilson","RB","TB","2018","10","-4","0","1","3","-4.0","-4"
"corey clement","RB","PHI","2018","10","-5","0","1","2","-5.0","-5"
